timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,additional_monetary_comp,currency,income_context,country,us_state,city,years_of_experience_in_field,years_of_experience_overall,highest_level_of_education,gender,race
2021-04-28 12:11,45-54,Tech/Software,Software Eng,,"86,241"," 1,066 ",USD,,Australia,,Chicago,11 - 20 years,11 - 20 years,Master's degree,Female,Asian or Asian American
04/23/2021,45-54,Engineering,Principal Engineer,," 109,450 ",none,USD,,US,Oregon,New York,5-7 years,5-7 years,College degree,Male,
2021-04-18 20:49,35-44,Government & Public Administration,City Planner,," 43,615 ",,USD,,Switzerland,,,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",man,
2021-04-27 07:35,18-24,Tech/Software,Machine Learning Engineer,Entry level position," 74,022 ","3,503.00",CAD,,United States,New York,,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27 22:26,25-34,Media & Publishing,Content Writer,Academic salary,,,USD,,United states,California,Denver,2 - 4 years,2 - 4 years,Master's degree,Woman,Another option not listed here
04/19/2021,25-34,Law,Attorney,Government pay scale,"154,277","8,005",USD,,Netherlands,,,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
4/15/2021 3:35:59,18-24,Healthcare,Doctor,,"254,515",0.00,USD,gross,Switzerland,,Seattle,5-7 years,5-7 years,College degree,woman,Another option not listed here
04/23/2021,55-64,Legal,Partner,Includes bonus,55812,5208,AUD,,United States,Illinois,,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Female,Black or African American
04/14/2021,25-34,Retail,Merchandiser,Government pay scale,69144,12120,USD,,India,,San Francisco,11 - 20 years,11 - 20 years,PhD,Woman,Black or African American
04/24/2021,25-34,Real Estate,Real Estate Manager,Commission based,$51131,"1,027.00",GBP,,Sweden,,,5-7 years,5-7 years,College degree,Non-binary,Multiracial
04/19/2021,35-44,HR/People Ops,HRBP,,"$58,465",,USD,,USA,,,2 - 4 years,2 - 4 years,College degree,Female,Another option not listed here
2021-04-20 11:58,35-44,Retail,Visual Merchandiser,Senior level,"33,882", ,USD,,U.S.,,,1 year or less,1 year or less,College degree,Man,Black or African American
04/19/2021 10:00:55,25-34,Real Estate,Real Estate Agent,Remote position,$97125," 16,216 ",INR,,,,,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
4/15/2021 16:31:28,18-24,Media & Publishing,Copy Editor,,,,usd,,United States,Texas,,11 - 20 years,11 - 20 years,Master's degree,Female,
2021-04-28 05:00,18-24,Finance,Investment Analyst,Contract role,"$110,624",,USD,,Germany,,,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here
04/29/2021,35-44,Insurance,Risk Manager,," 41,255 ","2,670.00",USD ,,US,,Seattle,5-7 years,5-7 years,Master's degree,woman,Another option not listed here
04/14/2021,25-34,Government & Public Administration,Program Manager,Government pay scale," 71,929 ",,INR,,Germany,,San Francisco,5-7 years,5-7 years,Some college,Male,Black or African American
04/21/2021 17:34:19,18-24,Retail,District Manager,Includes bonus,,,USD,,US,Massachusetts,,21 - 30 years,21 - 30 years,Master's degree,Man,Black or African American
2021-04-22 19:00,35-44,Nursing,Travel Nurse,Includes bonus,83738,,USD,net,Canada,,,11 - 20 years,11 - 20 years,College degree,Non-binary/third gender,
2021-04-25 15:19,55-64,Marketing & Advertising,Marketing Coordinator,,"48,427.00",,USD ,,Netherlands,,,11 - 20 years,11 - 20 years,Master's degree,Man,Multiracial
04/21/2021 04:49:35,25-34,Retail,District Manager,Senior level,"85,951",,USD,net,United States,New York,,41 years or more,41 years or more,Some college,Woman,
4/29/2021 7:43:22,35-44,Nonprofit,Grant Writer,,"82,504",4602,usd,USD equivalent,India,,Los Angeles,8 - 10 years,8 - 10 years,College degree,Female,Asian or Asian American
04/19/2021,35-44,Engineering (Civil),Transportation Engineer,Commission based,$23040,,GBP,,USA,Oregon,,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here
4/18/2021 23:31:27,under 18,Healthcare,NP,,"131,066.00",,AUD,,Germany,,,11 - 20 years,11 - 20 years,High School,woman,White
04/15/2021 18:37:01,35-44,Nursing,Registered Nurse,,"$84,052",,USD,,Australia,,Seattle,5-7 years,5-7 years,College degree,woman,"Hispanic, Latino, or Spanish origin"
4/23/2021 11:38:09,55-64,Nonprofit,Outreach Coordinator,,"$54,654",$12009,USD,,,,,8 - 10 years,8 - 10 years,College degree,Man,Multiracial
2021-04-22 11:45,55-64,Food & Beverage,Catering Manager,Government pay scale,"24,972.00"," 4,111 ",AUD,,United States,,,1 year or less,1 year or less,PhD,Man,Multiracial
4/26/2021 12:37:34,45-54,Media & Publishing,Copywriter,Part-time equivalent,"53,051",,GBP,,United States,Oregon,New York,21 - 30 years,21 - 30 years,College degree,Man,
2021-04-14 15:17,18-24,Healthcare,Physician,Includes bonus,"209,920","$48,353",USD,,United States,Texas,Chicago,21 - 30 years,21 - 30 years,College degree,Woman,Multiracial
04/26/2021 11:08:01,35-44,Education (Higher Ed),Lecturer,,,,USD,,United States,Illinois,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
04/12/2021,35-44,Education (Higher Ed),Research Scientist,Includes bonus,"76,636","$1,207",USD,,Australia,,,11 - 20 years,11 - 20 years,College degree,Woman,
04/21/2021 05:40:27,25-34,Education (Higher Ed),Department Chair,Part-time equivalent,"42,029",,USD,,Germany,,Portland,5-7 years,5-7 years,College degree,Woman,Black or African American
04/22/2021 17:04:30,55-64,Education (K-12),Middle School Teacher,,"18,624",,USD,gross,United Kingdom,,,2 - 4 years,2 - 4 years,Master's degree,Female,Black or African American
04/12/2021 13:14:59,35-44,Education (K-12),School Counselor,Contract role,,,USD,,USA,Massachusetts,,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here
2021-04-23 12:53,35-44,Real Estate,Leasing Manager,Part-time equivalent," 25,015 ",,GBP,,Germany,,,2 - 4 years,2 - 4 years,College degree,Woman,White
04/26/2021,18-24,Education (Higher Ed),Postdoc,Part-time equivalent,55551,"$1,035",USD,,United States,,,8 - 10 years,8 - 10 years,Master's degree,,Black or African American
04/19/2021 09:53:48,35-44,Marketing & Advertising,SEO Specialist,Remote position,97769,N/A,usd,,Netherlands,,,8 - 10 years,8 - 10 years,Master's degree,Man,
04/18/2021,25-34,Tech/Software,Senior Software Engineer,Government pay scale,"26,503"," 6,197 ",CAD,,United States,Colorado,,1 year or less,1 year or less,PhD,woman,Black or African American
2021-04-28 20:34,25-34,Architecture,Project Architect,Entry level position,$56398,,CAD,,US,California,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/25/2021 20:46:38,25-34,Hospitality,General Manager,Contract role,"84,221.00",,usd,,United States,Massachusetts,,5-7 years,5-7 years,College degree,Man,Another option not listed here
4/23/2021 23:25:58,45-54,Healthcare,MD,Remote position," 161,321 ","2,644",GBP,before tax,Canada,,,2 - 4 years,2 - 4 years,Master's degree,Woman,White
04/28/2021,25-34,Hospitality,Front Desk Manager,,30019,N/A,USD,,France,,,5-7 years,5-7 years,Master's degree,,
04/18/2021,35-44,Law,Public Defender,Academic salary,"18,000",,GBP,,,,Los Angeles,5-7 years,5-7 years,Master's degree,Woman,White
04/22/2021,35-44,Real Estate,Property Manager,Entry level position," 162,325 ",none,USD,,US,,Austin,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-15 15:35,55-64,Media & Publishing,Journalist,Government pay scale,"$78,074",,USD,gross,United States,,,5-7 years,5-7 years,College degree,Female,"Hispanic, Latino, or Spanish origin"
04/28/2021,45-54,Consulting,Senior Consultant,Senior level," 137,496 ",,USD ,,United States,Oregon,Los Angeles,5-7 years,5-7 years,Some college,woman,
04/16/2021 11:03:14,25-34,Food & Beverage,Chef,Part-time equivalent,"23,141",4005,USD,,United States,,,1 year or less,1 year or less,College degree,Man,Black or African American
04/24/2021,55-64,Tech/Software,Data Analyst,Senior level,"90,213",0,CAD,,India,,,11 - 20 years,11 - 20 years,College degree,Woman,Multiracial
04/29/2021,45-54,Insurance,Risk Manager,Part-time equivalent,"$71,716",,USD,,United Kingdom,,Chicago,8 - 10 years,8 - 10 years,Master's degree,Woman,Another option not listed here
04/16/2021 03:40:13,35-44,Engineering,Senior Engineer,,116916,,CAD,,Australia,,,11 - 20 years,11 - 20 years,Master's degree,Man,White
04/18/2021,55-64,Retail,District Manager,,"61,083",,USD,,USA,Massachusetts,Boston,5-7 years,5-7 years,PhD,Non-binary,
04/26/2021 22:55:21,25-34,Banking/Finance,Branch Manager,,86444,0.00,usd,,United States,Texas,Austin,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
4/17/2021 7:14:02,55-64,Retail,Visual Merchandiser,Government pay scale,82680,,USD,,United States,,,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
04/14/2021 20:21:38,25-34,Banking/Finance,Credit Analyst,,80670,2050,USD,,New Zealand,,Austin,21 - 30 years,21 - 30 years,College degree,Female,
04/17/2021 10:51:30,45-54,Education (K-12),Principal,Part-time equivalent,,,USD ,,United States,,,21 - 30 years,21 - 30 years,High School,Male,Another option not listed here
04/20/2021,25-34,Engineering,Mechanical Engineer,Contract role,"113,395",12988,CAD,gross,Switzerland,,,5-7 years,5-7 years,Master's degree,man,Another option not listed here
4/14/2021 19:09:57,25-34,Insurance,Actuary,Part-time equivalent,"113,043",,USD,,Australia,,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here
4/21/2021 20:04:22,25-34,HR/People Ops,HR Director,Includes bonus,"73,966.00",6329,usd,,India,,Denver,8 - 10 years,8 - 10 years,College degree,Man,Asian or Asian American
2021-04-25 18:34,25-34,Accounting,Accountant,Remote position,"56,715","7,004",CAD,USD equivalent,United States,Florida,Chicago,5-7 years,5-7 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
2021-04-18 22:21,45-54,Tech/Software,Product Manager,Government pay scale,$289534,,USD,,United States,Washington,,11 - 20 years,11 - 20 years,Master's degree,Woman,
4/28/2021 15:37:51,25-34,Education (Higher Ed),Adjunct Professor,," 74,344 ",214,USD,gross,Canada,,,8 - 10 years,8 - 10 years,Master's degree,Man,
04/23/2021 05:22:49,35-44,Retail,Retail Manager,,92182,"$3,789",USD,gross,New Zealand,,San Francisco,11 - 20 years,11 - 20 years,High School,Male,Black or African American
04/12/2021,18-24,Government & Public Administration,State Employee,,"84,927.00", ,usd,,UK,,Austin,8 - 10 years,8 - 10 years,College degree,Woman,
04/26/2021,25-34,Engineering (Civil),Structural Engineer,Includes bonus,81796,$14897,USD,gross,United States,California,Denver,5-7 years,5-7 years,Master's degree,Woman,Black or African American
04/25/2021 00:45:54,35-44,Government & Public Administration,Federal Employee,,28043,11708,USD,,Canada,,Seattle,2 - 4 years,2 - 4 years,Master's degree,Man,White
04/26/2021 21:39:40,25-34,Food & Beverage,Food & Beverage Manager,Senior level,75316, ,USD,gross,United States,New York,San Francisco,41 years or more,41 years or more,College degree,Male,Multiracial
04/25/2021 16:28:12,25-34,Consulting,Consultant,,"92,828.00",,USD,,United States,New York,,5-7 years,5-7 years,College degree,Female,Asian or Asian American
04/13/2021 01:47:51,18-24,Accounting,Tax Accountant,,"$56,411",0.00,USD,,United States,Colorado,,5-7 years,5-7 years,College degree,woman,
2021-04-18 06:38,45-54,Nursing,ER Nurse,Entry level position," 83,309 ",,USD,,Netherlands,,,5-7 years,5-7 years,Some college,Woman,
04/28/2021,25-34,Retail,Buyer,Remote position,,,USD,,USA,Washington,Boston,8 - 10 years,8 - 10 years,College degree,Woman,
4/23/2021 12:04:55,under 18,Education (K-12),Middle School Teacher,,70087, 858 ,USD,,US,,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Man,Multiracial
4/13/2021 1:10:34,25-34,Nonprofit,Outreach Coordinator,Remote position,"$9,500"," 7,204 ",USD,,Australia,,,8 - 10 years,8 - 10 years,Some college,Woman,Black or African American
4/21/2021 22:44:40,25-34,Engineering (Civil),Project Engineer,,78781," 5,496 ",INR,,,,San Francisco,5-7 years,5-7 years,Master's degree,Female,Black or African American
4/24/2021 11:20:56,35-44,Law,Attorney,Commission based," 172,984 ",21592,USD,,US,Texas,,2 - 4 years,2 - 4 years,College degree,man,Black or African American
4/12/2021 20:58:32,25-34,Tech/Software,CTO,,"$92,943","$48,772",USD,,Ireland,,,2 - 4 years,2 - 4 years,Some college,,White
2021-04-24 16:25,35-44,Retail,Store Manager,Part-time equivalent,38019,"4,216",USD,,United States,Massachusetts,,21 - 30 years,21 - 30 years,PhD,Man,Multiracial
04/29/2021,25-34,Consulting,Business Analyst,Includes bonus,,,CAD,,Canada,,Los Angeles,5-7 years,5-7 years,Some college,Woman,Asian or Asian American
2021-04-24 05:56,35-44,Banking/Finance,Branch Manager,,"88,993","25,937.00",usd,,India,,Portland,5-7 years,5-7 years,Master's degree,Male,Black or African American
04/23/2021,25-34,Law,Public Defender,Includes bonus," 166,714 ","2,290",USD,,Germany,,,21 - 30 years,21 - 30 years,College degree,Non-binary,Asian or Asian American
04/18/2021 01:39:50,25-34,Education (Higher Ed),Assistant Professor,Part-time equivalent,,,USD,,United States,New York,,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here
2021-04-17 17:09,25-34,Healthcare,Physician Assistant,," 206,915 "," 5,876 ",AUD,,United States,Texas,,21 - 30 years,21 - 30 years,College degree,Male,Another option not listed here
04/12/2021,35-44,Government & Public Administration,State Employee,Academic salary,$750000,,USD,,United States,,,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Asian or Asian American
4/26/2021 4:07:53,45-54,Architecture,Urban Planner,,"111,552.00",9328,USD,USD equivalent,Germany,,Portland,11 - 20 years,11 - 20 years,Some college,Woman,Multiracial
2021-04-22 09:10,25-34,Tech/Software,Cloud Engineer,Academic salary,"137,251",,USD,,UK,,,11 - 20 years,11 - 20 years,PhD,Man,
04/26/2021,25-34,Hospitality,Operations Manager,," 50,024 ",$9392,USD,,Canada,,,5-7 years,5-7 years,College degree,Woman,
04/26/2021 00:30:50,45-54,Engineering,Engineering Manager,Commission based," 71,263 ",,USD,,Netherlands,,San Francisco,8 - 10 years,8 - 10 years,Some college,man,
4/28/2021 16:17:59,35-44,Healthcare,Doctor,Academic salary,77406,,USD,,United States,New York,,1 year or less,1 year or less,College degree,Man,White
2021-04-27 08:34,35-44,Food & Beverage,Restaurant Manager,," 31,987 ",,USD,,United Kingdom,,,1 year or less,1 year or less,College degree,man,Black or African American
4/29/2021 3:54:14,35-44,Media & Publishing,Reporter,Commission based," 88,591 ",,USD,,United States,Washington,Denver,41 years or more,41 years or more,"Professional degree (MD, JD, etc.)",Female,
04/29/2021,35-44,Retail,Buyer,Academic salary,"32,179.00",,USD,net,New Zealand,,Denver,5-7 years,5-7 years,College degree,Woman,White
2021-04-20 03:17,55-64,Consulting,Senior Consultant,Government pay scale,,,USD,USD equivalent,Australia,,,11 - 20 years,11 - 20 years,College degree,Woman,Black or African American
4/25/2021 18:02:19,55-64,Insurance,Underwriter,Entry level position,90517,0.00,USD,,United Kingdom,,,5-7 years,5-7 years,College degree,Woman,
2021-04-21 03:33,35-44,Media & Publishing,Reporter,,"57,453.00","1,300.00",CAD,,Ireland,,,5-7 years,5-7 years,Some college,Woman,Another option not listed here
04/14/2021,55-64,Healthcare,Nurse Practitioner,,"100,466.00",,GBP,USD equivalent,Netherlands,,,8 - 10 years,8 - 10 years,Master's degree,Woman,Multiracial
04/16/2021,45-54,Architecture,Project Architect,Entry level position,,,USD,,United States,Texas,Seattle,5-7 years,5-7 years,College degree,Woman,Another option not listed here
2021-04-29 18:44,18-24,Marketing & Advertising,Marketing Manager,Senior level,"$67,891",,USD,USD equivalent,USA,Illinois,Austin,11 - 20 years,11 - 20 years,College degree,Non-binary/third gender,
2021-04-14 09:21,18-24,Government & Public Administration,Budget Analyst,Remote position,"77,275","13,762.00",usd,,United Kingdom,,Chicago,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Non-binary,Multiracial
4/24/2021 11:22:35,18-24,Marketing & Advertising,Brand Manager,Commission based,152055,,USD,,France,,,21 - 30 years,21 - 30 years,Master's degree,Woman,Black or African American
04/12/2021,18-24,Architecture,Architect,,,,USD,,United States,Illinois,,1 year or less,1 year or less,College degree,Man,Asian or Asian American
04/13/2021,35-44,Media & Publishing,Writer,,$44627,,INR,,United States,,,11 - 20 years,11 - 20 years,Master's degree,Male,
04/25/2021,25-34,Retail,Store Manager,Contract role,39487,,USD,,United Kingdom,,,8 - 10 years,8 - 10 years,Master's degree,Man,Black or African American
4/13/2021 16:17:25,25-34,Legal,Associate Attorney,Senior level,"111,678.00"," 2,693 ",CAD,,United States,,Los Angeles,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
04/17/2021,25-34,Education (Higher Ed),Professor,,$34453,,USD,USD equivalent,France,,,2 - 4 years,2 - 4 years,College degree,Man,
04/17/2021,25-34,Healthcare,Medical Director,Remote position,166060,,USD,,Australia,,Seattle,2 - 4 years,2 - 4 years,College degree,Female,White
2021-04-14 20:39,35-44,Retail,Merchandiser,Part-time equivalent,"36,471"," 2,898 ",usd,USD equivalent,US,,Los Angeles,2 - 4 years,2 - 4 years,Master's degree,Female,Black or African American
2021-04-27 04:08,25-34,Government & Public Administration,City Planner,Academic salary," 54,841 ",,CAD,,United States,Colorado,,2 - 4 years,2 - 4 years,Master's degree,Non-binary/third gender,Another option not listed here
2021-04-17 14:38,25-34,Tech/Software,Frontend Developer,,92719,"2,072",CAD,,India,,,21 - 30 years,21 - 30 years,College degree,Non-binary/third gender,Multiracial
04/27/2021 13:21:40,25-34,Real Estate,Real Estate Agent,Senior level,,,usd,,U.S.,Colorado,San Francisco,21 - 30 years,21 - 30 years,College degree,Woman,Black or African American
4/13/2021 7:46:32,65 or over,Marketing & Advertising,Social Media Manager,,$59307,"24,063",USD,,,,,1 year or less,1 year or less,College degree,Female,Asian or Asian American
2021-04-26 09:10,25-34,Tech/Software,DevOps Engineer,,131185,,EUR,gross,Germany,,,8 - 10 years,8 - 10 years,Master's degree,Female,White
04/29/2021 16:03:58,25-34,Architecture,Architect,,"74,655",$2383,GBP,,United Kingdom,,,5-7 years,5-7 years,College degree,Non-binary,Black or African American
04/15/2021,25-34,Education (Higher Ed),Associate Professor,,58026,"1,935",GBP,before tax,Netherlands,,,2 - 4 years,2 - 4 years,High School,woman,"Hispanic, Latino, or Spanish origin"
04/21/2021,25-34,Real Estate,Leasing Manager,Senior level,,,USD,net,United Kingdom,,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,
04/17/2021 03:12:12,35-44,Healthcare,Physician,Part-time equivalent,,,INR,net,Canada,,,21 - 30 years,21 - 30 years,Some college,Woman,Black or African American
04/13/2021 02:19:02,18-24,Nursing,Nurse,Academic salary,45055,,USD,,United States,Texas,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Woman,
4/12/2021 1:16:09,25-34,Engineering,Engineering Manager,Senior level,93436," 2,869 ",AUD,,United States,Texas,Los Angeles,21 - 30 years,21 - 30 years,Master's degree,woman,
4/29/2021 8:31:58,35-44,Marketing & Advertising,Marketing Coordinator,Part-time equivalent," 8,000 ",,USD,before tax,,,,21 - 30 years,21 - 30 years,Master's degree,Man,
2021-04-18 10:16,45-54,HR/People Ops,HR Manager,Senior level,,,USD,,United States,Massachusetts,Denver,11 - 20 years,11 - 20 years,PhD,Man,Black or African American
2021-04-14 01:51,45-54,Accounting,Accountant,,$170914,4073,AUD,,USA,,Seattle,21 - 30 years,21 - 30 years,Master's degree,Woman,
04/12/2021 01:35:42,35-44,Healthcare,Doctor,Part-time equivalent,"$124,413",,USD,,,,,8 - 10 years,8 - 10 years,Master's degree,Male,
2021-04-17 11:32,35-44,Accounting,Accountant,Academic salary,,,USD,,United States,Colorado,,11 - 20 years,11 - 20 years,PhD,woman,Asian or Asian American
2021-04-12 15:04,25-34,Law,Litigation Attorney,Entry level position,"$174,241",,USD,,Canada,,Los Angeles,8 - 10 years,8 - 10 years,College degree,Woman,
04/22/2021 04:35:32,25-34,Consulting,Consultant,,"171,535",,USD,,Canada,,Boston,11 - 20 years,11 - 20 years,College degree,man,
04/26/2021,25-34,HR/People Ops,HR Manager,,$66306,15569,CAD,USD equivalent,United States,New York,,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Female,Another option not listed here
2021-04-12 22:54,25-34,Education (Higher Ed),Research Scientist,Part-time equivalent," 87,618 ",N/A,USD,,Ireland,,,11 - 20 years,11 - 20 years,Some college,Man,Multiracial
4/21/2021 22:10:56,35-44,Media & Publishing,Copywriter,Part-time equivalent,"85,846.00",0,USD,,United States,,,5-7 years,5-7 years,High School,Woman,
4/28/2021 21:10:34,45-54,Education (K-12),Teacher,Remote position,51320,$9962,GBP,,United States,Colorado,,5-7 years,5-7 years,College degree,man,Multiracial
04/25/2021 15:15:42,25-34,Education (Higher Ed),Associate Professor,Government pay scale,"42,234.00",0.00,USD,,Ireland,,Boston,2 - 4 years,2 - 4 years,College degree,Woman,
4/22/2021 6:31:09,25-34,Architecture,Interior Designer,Part-time equivalent,"37,316",6665,USD,,United States,Illinois,,2 - 4 years,2 - 4 years,PhD,Man,Black or African American
04/29/2021 03:04:02,25-34,Media & Publishing,Copywriter,Commission based,"$86,535","$7,012",USD,,United States,Florida,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White
04/16/2021 07:50:43,25-34,Tech/Software,ML Engineer,,"84,717",,USD,,United States,,Los Angeles,2 - 4 years,2 - 4 years,College degree,Man,Asian or Asian American
04/22/2021,25-34,Retail,Merchandiser,Contract role,,,USD,,France,,Portland,2 - 4 years,2 - 4 years,College degree,Woman,Multiracial
04/21/2021 14:12:54,35-44,Healthcare,Medical Director,,,,USD,,,,,8 - 10 years,8 - 10 years,College degree,man,Asian or Asian American
2021-04-28 09:17,25-34,HR/People Ops,People Operations Manager,Part-time equivalent," 88,812 ",,USD,,United States,,,8 - 10 years,8 - 10 years,Master's degree,Woman,
4/20/2021 20:50:24,25-34,Marketing & Advertising,Digital Marketing Specialist,Academic salary,"81,420",,USD,,USA,Massachusetts,,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/17/2021 09:43:35,35-44,Banking/Finance,Relationship Manager,,"65,225",,AUD,,,,,21 - 30 years,21 - 30 years,College degree,Woman,
04/21/2021 10:28:43,35-44,Real Estate,Real Estate Manager,Commission based,"$122,177", 130 ,USD,,United States,,,8 - 10 years,8 - 10 years,College degree,Man,White
2021-04-25 12:20,55-64,Banking/Finance,Risk Analyst,,$83801,,USD,,Switzerland,,,21 - 30 years,21 - 30 years,Master's degree,Non-binary/third gender,Asian or Asian American
04/15/2021 08:15:29,35-44,Law,Lawyer,Remote position,28987,,CAD,net,US,Florida,,2 - 4 years,2 - 4 years,Some college,Woman,White
2021-04-29 12:19,25-34,Law,Litigation Attorney,Part-time equivalent," 36,554 ",,INR,,United States,Illinois,,21 - 30 years,21 - 30 years,Master's degree,Male,Multiracial
2021-04-22 01:41,25-34,Nonprofit,Executive Director,Government pay scale,43247,,EUR,,United Kingdom,,Boston,2 - 4 years,2 - 4 years,High School,Non-binary,Another option not listed here
04/29/2021,55-64,Legal,Lawyer,Entry level position,"165,346.00","$2,351",USD,,Canada,,,5-7 years,5-7 years,College degree,Female,"Hispanic, Latino, or Spanish origin"
04/14/2021,35-44,Hospitality,Front Desk Manager,,"44,749",,GBP,,Germany,,Portland,5-7 years,5-7 years,Master's degree,Woman,Another option not listed here
2021-04-19 21:49,25-34,Healthcare,Doctor,,111776,,USD,,United States,Florida,Seattle,5-7 years,5-7 years,College degree,Male,White
04/16/2021 05:35:03,25-34,Healthcare,PA,Contract role," 800,000 ",,INR,,UK,,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 22:55:07,25-34,Insurance,Actuary,Academic salary,$49679,"10,564.00",INR,,United states,Oregon,New York,2 - 4 years,2 - 4 years,Master's degree,woman,
2021-04-24 08:16,35-44,Government & Public Administration,Budget Analyst,Academic salary,,,USD,USD equivalent,,,,2 - 4 years,2 - 4 years,Master's degree,Man,
4/22/2021 7:32:08,35-44,Marketing & Advertising,Digital Marketing Specialist,,"$137,068",,USD,,Germany,,,21 - 30 years,21 - 30 years,College degree,woman,
4/27/2021 22:14:21,35-44,HR/People Ops,HR Director,,"22,146.00",0,USD,USD equivalent,United States,Texas,Los Angeles,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Non-binary,
04/15/2021 01:41:38,35-44,Nonprofit,Program Director,Contract role,"73,634",,usd,before tax,US,Florida,,8 - 10 years,8 - 10 years,Master's degree,Man,Another option not listed here
04/21/2021,25-34,Consulting,Associate Consultant,,$57742,"15,209",USD,,United States,Texas,,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
04/26/2021 01:59:35,25-34,Consulting,Business Analyst,Academic salary,,,USD,,Canada,,New York,2 - 4 years,2 - 4 years,Master's degree,man,Black or African American
4/22/2021 2:53:42,35-44,HR/People Ops,Recruiter,,"30,462.00",,USD ,,United States,Illinois,,8 - 10 years,8 - 10 years,Master's degree,Woman,Black or African American
04/15/2021 20:47:02,35-44,Food & Beverage,Catering Manager,Senior level,"46,506",,USD,,United States,Texas,,2 - 4 years,2 - 4 years,Master's degree,Non-binary/third gender,
04/12/2021 18:11:34,35-44,Law,Corporate Attorney,Commission based,"322,899.00",,GBP,,United States,Washington,San Francisco,21 - 30 years,21 - 30 years,College degree,Man,White
2021-04-15 14:56,25-34,Healthcare,PA,Includes bonus,25417,"9,840.00",GBP,,Australia,,,11 - 20 years,11 - 20 years,PhD,Non-binary,Multiracial
04/19/2021 09:20:15,55-64,Retail,Store Manager,Government pay scale,,none,CAD,,United States,,Chicago,1 year or less,1 year or less,Some college,Woman,Multiracial
04/28/2021 09:55:41,45-54,Legal,Lawyer,,"172,357"," 17,886 ",AUD,net,United States,Colorado,Portland,5-7 years,5-7 years,College degree,Non-binary/third gender,Another option not listed here
2021-04-22 01:43,25-34,Education (K-12),Special Education Teacher,Entry level position,"64,705",$3390,AUD,,Sweden,,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Woman,
04/27/2021 15:50:25,25-34,Nursing,RN,Contract role,$56994,$270,USD,,United Kingdom,,,5-7 years,5-7 years,PhD,Female,Asian or Asian American
04/23/2021 12:26:40,45-54,Healthcare,NP,Remote position,"124,993.00",,USD,,US,,Portland,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Non-binary,"Hispanic, Latino, or Spanish origin"
04/17/2021,18-24,Nursing,RN,,82362,,USD,,US,Massachusetts,New York,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
2021-04-26 23:23,45-54,Hospitality,Event Coordinator,Senior level,$50378,"3,085",AUD,,Sweden,,,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
04/16/2021,35-44,Law,Lawyer,Academic salary,"105,718","1,406.00",AUD,,UK,,Chicago,8 - 10 years,8 - 10 years,Master's degree,Man,
2021-04-12 04:09,25-34,Marketing & Advertising,SEO Specialist,,"140,510","9,526",USD,,United States,,,11 - 20 years,11 - 20 years,College degree,Man,Black or African American
04/21/2021 22:41:51,35-44,Accounting,Controller,Academic salary,"52,182","1,471",USD,,Sweden,,San Francisco,11 - 20 years,11 - 20 years,College degree,man,Another option not listed here
2021-04-29 18:41,55-64,Tech/Software,UX Designer,Contract role,83872,,usd,,France,,,8 - 10 years,8 - 10 years,Master's degree,Man,Asian or Asian American
